50,0.0025278,0.0025204,0.0021551,0.0017898,0.0017304,0.0018517,0.0020124
51,0.0038997,0.0038877,0.0030942,0.0023006,0.0036904,0.0029665,0.0023145
52,4.5021e-05,4.5013e-05,5.1601e-05,5.8189e-05,4.2898e-05,5.3334e-05,6.6839e-05
53,3.5754e-05,3.5732e-05,4.6039e-05,5.6346e-05,4.1451e-05,4.7384e-05,5.8246e-05
54,0.00013769,0.00013745,0.00017379,0.00021012,0.00014863,0.00016414,0.00018409
55,5.3041e-06,5.2935e-06,7.1301e-06,8.9667e-06,5.1168e-06,6.2169e-06,1.0701e-05
56,0.00091465,0.00091167,0.0009288,0.00094593,0.0011007,0.0011167,0.0015899
57,6.9971e-05,6.9886e-05,8.5692e-05,0.0001015,8.4623e-05,0.00010905,0.00011606
60,1.5838e-05,1.5801e-05,2.0061e-05,2.4321e-05,2.0212e-05,1.9151e-05,3.2287e-05
61,0.00042968,0.00042926,0.00050855,0.00058783,0.00042901,0.00054378,0.00058909
62,6.2343e-05,6.2151e-05,6.9607e-05,7.7062e-05,8.0371e-05,8.3337e-05,8.0678e-05
63,0.00011234,0.00011201,0.00013536,0.00015872,0.00015607,0.00016101,0.00016704
64,0.00020339,0.00020284,0.0002485,0.00029417,0.00027065,0.0002956,0.00032938
65,0.00030551,0.00030471,0.00037454,0.00044437,0.00039254,0.00043467,0.00043108
66,5.6779e-05,5.6626e-05,6.7892e-05,7.9158e-05,8.1217e-05,8.5762e-05,0.00010066
67,9.2834e-05,9.2639e-05,0.00010579,0.00011894,0.0001227,0.00012918,0.00015316
68,2.4952e-05,2.4907e-05,3.2871e-05,4.0835e-05,3.5275e-05,3.2984e-05,4.7497e-05
69,4.6974e-06,4.6859e-06,6.4116e-06,8.1373e-06,6.6124e-06,8.5642e-06,0.00010906
70,0.00018416,0.00018368,0.00021515,0.00024662,0.00024406,0.000259,0.00030457
71,0.00073437,0.00073236,0.00084086,0.00094936,0.00099084,0.0010122,0.001043
72,0.0001125,0.00011217,0.00011646,0.00012074,0.00014602,0.00013915,0.00013644
73,0.00094864,0.00094634,0.0010827,0.0012191,0.0011594,0.001183,0.0011766
74,0.00021404,0.00021362,0.00024948,0.00028533,0.00025163,0.00027399,0.00030744
75,0.00051113,0.00050966,0.00060872,0.00070779,0.00069362,0.00070705,0.0007676
76,0.00021398,0.00021341,0.00025891,0.00030442,0.00029631,0.00031612,0.00039118
78,5.7694e-06,5.7529e-06,6.826e-06,7.8991e-06,7.845e-06,8.2125e-06,1.1668e-05
79,0.00030976,0.0003089,0.00033951,0.00037011,0.00037832,0.00038512,0.00041236
80,0.00027919,0.00027854,0.00032248,0.00036643,0.00037114,0.00038799,0.00039791
81,0.00072183,0.00071964,0.00071322,0.00070681,0.00087122,0.00080796,0.00078139
82,0.00048253,0.00048126,0.00052818,0.00057509,0.00055519,0.00053165,0.00057464
83,6.4869e-07,6.4715e-07,8.4623e-07,1.0453e-06,5.133e-07,1.0469e-06,0.00011888
84,0.00027355,0.00027303,0.00032659,0.00038015,0.00037342,0.00042009,0.00048519
85,0.00025857,0.00025869,0.0003255,0.00039231,0.00038335,0.00046233,0.00042917
86,5.2386e-06,5.2892e-06,6.443e-06,7.5968e-06,5.6307e-06,1.4534e-05,1.1204e-05
87,0.00027003,0.00026935,0.00031323,0.0003571,0.00033638,0.0003581,0.0003822
88,0.00049984,0.00049868,0.00059358,0.00068848,0.00065643,0.00072973,0.00074029
89,3.0242e-05,3.015e-05,3.6084e-05,4.2018e-05,4.2852e-05,4.4541e-05,5.9949e-05
90,4.3706e-05,4.3573e-05,5.4737e-05,6.5901e-05,6.2398e-05,6.8173e-05,9.059e-05
91,0.0001414,0.00014096,0.00016513,0.0001893,0.00020161,0.00021019,0.00027478
92,0.00045457,0.00045319,0.00051843,0.00058367,0.00063277,0.00063532,0.00062714
93,0.00014481,0.00014449,0.00017246,0.00020044,0.00017346,0.00018474,0.00022093
94,8.0686e-05,8.0485e-05,9.8414e-05,0.00011634,0.0001123,0.00011814,0.00019152
95,5.1339e-06,5.1188e-06,6.0208e-06,6.9229e-06,6.5219e-06,6.7296e-06,1.7624e-05
96,2.8552e-07,2.8484e-07,3.563e-07,4.2775e-07,3.7211e-07,4.1486e-07,5.157e-05
97,6.1181e-06,6.0994e-06,7.8756e-06,9.6517e-06,9.6359e-06,9.9714e-06,3.6341e-05
98,6.6555e-07,6.6397e-07,8.4987e-07,1.0358e-06,8.1624e-07,9.0442e-07,3.9019e-06
99,5.1706e-06,5.1568e-06,6.1958e-06,7.2348e-06,6.6857e-06,6.923e-06,1.2034e-05
100,1.7065e-06,1.7021e-06,2.1707e-06,2.6393e-06,2.5251e-06,2.4562e-06,8.0492e-06
101,1.3517e-05,1.3483e-05,1.692e-05,2.0357e-05,1.9652e-05,2.162e-05,2.8174e-05
102,3.5143e-06,3.5055e-06,4.3498e-06,5.1941e-06,4.379e-06,4.7367e-06,1.3884e-05
103,5.1274e-06,5.1141e-06,6.3775e-06,7.6409e-06,6.7e-06,7.5025e-06,2.1029e-05
