1,0.00020166,0.00020348,0.00023954,0.0002756,0.000226,0.0004411,0.00039423
2,8.4997e-05,8.477e-05,9.0251e-05,9.5733e-05,0.00010286,0.00014002,9.2653e-05
3,2.0347e-05,2.0326e-05,2.7311e-05,3.4296e-05,2.9191e-05,5.3993e-05,4.5838e-05
4,7.635e-05,7.607e-05,9.2885e-05,0.0001097,8.0991e-05,7.8594e-05,6.3398e-05
5,0.0034986,0.0034881,0.0031898,0.0028914,0.0035879,0.0032525,0.0026364
6,7.3392e-05,7.3126e-05,9.0749e-05,0.00010837,8.5791e-05,9.8372e-05,0.00012214
7,0.00034267,0.00034153,0.00031799,0.00029446,0.00040989,0.00035077,0.00021622
8,9.5313e-05,9.5863e-05,0.00011097,0.00012607,0.00011459,0.00015891,0.00017592
9,4.4065e-05,4.4027e-05,5.3717e-05,6.3406e-05,5.8192e-05,8.0243e-05,8.9698e-05
10,0.00024924,0.00025649,0.00023218,0.00020787,0.00022299,0.00015994,0.00016676
11,3.5986e-05,3.6128e-05,4.2722e-05,4.9315e-05,4.385e-05,5.314e-05,6.897e-05
12,3.6453e-05,3.6592e-05,4.7417e-05,5.8243e-05,4.4649e-05,0.00011194,8.9448e-05
13,3.7956e-05,3.7921e-05,4.4438e-05,5.0955e-05,4.7659e-05,5.2682e-05,6.4611e-05
14,5.7261e-05,5.7292e-05,7.2222e-05,8.7152e-05,7.564e-05,0.00012673,0.00014283
15,3.8995e-05,3.9288e-05,5.0792e-05,6.2296e-05,4.3213e-05,0.00013551,8.2933e-05
16,2.8737e-05,2.8667e-05,3.5227e-05,4.1786e-05,4.329e-05,4.737e-05,9.0865e-05
17,6.0887e-06,6.0735e-06,7.4265e-06,8.7795e-06,8.9737e-06,9.6915e-06,2.0982e-05
18,2.3683e-05,2.363e-05,3.023e-05,3.683e-05,3.3848e-05,4.3768e-05,6.0206e-05
19,1.5184e-06,1.5145e-06,1.8964e-06,2.2782e-06,1.9741e-06,2.1656e-06,6.9914e-06
20,1.4008e-06,1.3971e-06,1.7829e-06,2.1688e-06,1.7597e-06,2.2431e-06,3.8972e-06
21,0.0001456,0.00014512,0.00018239,0.00021967,0.0002554,0.00029268,0.00027159
22,0.00019424,0.00019405,0.00024357,0.0002931,0.00027524,0.0003356,0.00034769
23,1.6251e-05,1.621e-05,2.0532e-05,2.4855e-05,2.2125e-05,2.3167e-05,4.8011e-05
24,0.00050869,0.00050783,0.00061272,0.0007176,0.00061818,0.00072544,0.0007329
25,6.209e-05,6.1916e-05,7.7245e-05,9.2574e-05,9.1021e-05,0.00010405,9.9927e-05
26,8.2446e-06,8.2201e-06,1.037e-05,1.252e-05,1.2731e-05,1.38e-05,2.6698e-05
27,0.00028713,0.00028616,0.00042214,0.00055811,0.00081775,0.00054286,0.00035041
28,0.00053276,0.00053158,0.00031789,0.00010421,-0.00084412,-0.00024925,0.00039458
29,0.00083692,0.00083504,0.0010763,0.0013176,0.0013357,0.0011529,0.00090742
30,7.202e-05,7.2274e-05,8.9142e-05,0.00010601,8.0557e-05,0.0001662,0.00011216
31,1.7485e-05,1.7472e-05,2.0533e-05,2.3593e-05,2.0838e-05,3.7744e-05,0.00019675
32,0.00028791,0.00028774,0.0003517,0.00041567,0.00037927,0.00044698,0.0004561
33,0.00010344,0.00010307,0.00011676,0.00013044,0.00014575,0.00015047,0.00022129
34,0.00011266,0.00011228,0.00014813,0.00018397,0.00015657,0.0001674,0.00018499
35,0.00072986,0.00072711,0.0010119,0.0012966,0.00099484,0.00093802,0.00074503
36,0.00065024,0.00064765,0.0010161,0.0013846,0.00072946,0.00050356,0.00058041
37,0.00067782,0.00067553,0.00082271,0.0009699,0.00090633,0.00089338,0.0007877
38,0.00030352,0.00030261,0.00034856,0.00039451,0.00039063,0.00041024,0.00055126
39,0.00019444,0.0001938,0.00021108,0.00022836,0.00023574,0.00024097,0.00026779
40,0.00084562,0.00084288,0.00087772,0.00091257,0.00096619,0.00093733,0.00078206
41,0.00021483,0.0002143,0.00026675,0.0003192,0.00024866,0.00034046,0.00041418
42,3.6464e-05,3.6341e-05,3.5085e-05,3.3829e-05,4.8208e-05,4.1456e-05,3.2352e-05
43,3.329e-05,3.318e-05,4.6877e-05,6.0574e-05,5.5182e-05,6.0928e-05,9.6613e-05
44,0.00019034,0.00018965,0.00024584,0.00030203,0.00033411,0.00030299,0.0001665
45,5.0297e-06,5.0139e-06,5.8022e-06,6.5905e-06,6.9968e-06,7.25e-06,1.572e-05
46,5.6072e-05,5.5919e-05,6.3791e-05,7.1663e-05,7.1624e-05,7.5816e-05,9.6272e-05
47,3.0938e-05,3.0839e-05,2.9067e-05,2.7295e-05,3.6269e-05,3.3312e-05,2.1996e-05
48,2.2704e-05,2.263e-05,2.9845e-05,3.706e-05,3.5825e-05,3.792e-05,4.18e-05
49,0.00046255,0.00046117,0.00048655,0.00051194,0.00052907,0.00051472,0.00045011
