1,0.57447,0,0,0,0,0,0,0,0,0.0024314,0,0,0,0.0010165,0,0.00013548,0,0,0.0028418,0,0,0,0,0.0012212,0.00063098,0.0049541,0,0.0014674,0.0054194,0,0,0.0010175,0,0.004986,0,0.00087195,0,0.0012593,0.012441,0,0.0014882,0.00094705,0.001494,0.00052057,0.0003329,0,0,0,0,0,0.0014469,0,0.010381,0,0,0.0012579,0.0023372,0,0,0.0011682,0.0049155,0.00016306,0,0.0027603,0.0084726,0.00017271,0.0031505,0,0.0013444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012048,0.00087093,0.0003403,0,0,0,0,0,0.00024188,0,8.5209e-05,0,0,0,0,0,0
2,0,0.4112,0,0,0,0.0064334,0,0,0.0001987,0.0090215,0.00028272,0,0.0064605,0.0029927,0,0.0024189,0.00019657,0,0.0019431,0,0,0.00019334,0.0073933,0.010309,0.0018376,0.0022583,0,0.0020904,0.00015836,0,0.00052097,0.00090188,0.00043242,0.010545,0,0,0,0.00071753,0.00014541,0,0.0005653,0.001511,0.0027903,0.0036254,0.00065759,0,0,0,0,0.00080399,0,0,0.00013598,0,0,0.0029665,0.0019025,0.00046235,0.00031757,0,0.0065353,0,0,0.00034952,0.00029259,0.00032804,0.0002992,0,0.001986,0.00036029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00038781,0,0,0,0,0,0.00012251,0,0,0,0,0,0,0,0
3,0,0,0.081301,0,0,0,0,0,0,0,0.0046357,0,0,0.0023744,0,0.0054851,0,0,0,0,0,0,0,0.00028172,0,0.0074057,0,0.0041892,0,0,0,0,0,0.0046164,0,0,0,0,0,0,0,0.0023595,0.00038773,0.0010808,0.00020735,0,0,0,0,0.00079097,0,0,0,0,0,0.0035909,0,0,0,0,0.0051027,0,0,0,0,0,0,0,0.00093041,0.00017902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0054246,0,0,0,0,0,0,0.0007533,0,0,0,0,0,0,0,0
4,0,0,0,0.16715,0,0,0,0.0023443,0,0.00012418,0.004597,0,0,0.010813,0.017044,0.018298,0.0018467,0,0.00015602,0,0,0,0,0.0010802,0.0012702,0,0,0.00016785,0.00011444,0,0.00037648,0.0011793,0.0023294,0.0017017,0.0092726,0,0,0.00021605,0,0,0.0011745,0.0062915,0.0057758,0.007288,0.0018826,0,0,0,0,6.972e-05,0.00059578,0,0.0002948,0,0,0.0038846,0.00036662,0.0018376,0,0.00032068,0.00089957,0,0,0.0012629,0.00084575,0.0010905,0.00086486,0,0.00082012,0.0011283,0,0,0,0,0,0,0,0,0,0,0,0.00013708,0,0,0.00095632,0.00060721,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0.0015569,0,0,0.38834,0.00087197,0,0.027299,0.010576,0.0025241,0.00058629,0,0,0.0064062,0,0.0046248,0.0050954,0,0.00044773,0,0,0.0024057,0.0070761,0.0040142,0.0044183,0.00020814,0.00035378,0.00057799,0.00032839,0,0.0003201,0.0013062,0.00016304,0.0056616,0.00019857,0,0,0.00024799,0,0,0.00127,0.001691,0.0063421,0.0019137,0.0012588,0,0,0,0,0.00031122,0.00075985,0,0.00075197,0,0,0.0054774,0.0080659,0.0022372,0.00021952,0.00040899,0.001721,0.00059944,0,0.0038657,0.0020225,0.00036281,0.0012409,0,0.0025888,0,0,0,0,0,0.0003293,0,0,0,0,0,0,0,0,0.0056945,0,0.00035743,0.00046988,0,0,0,0,0.0008892,0,0.00035799,0,0,0.00028441,0,0,4.531e-05
6,0.00045678,0.24038,0,0,0.0036753,0.4174,0,0,0.012239,0.011472,0.003691,0,0.041916,0.0059579,0,0.0023211,0.00034994,0,0.0016656,0,0,0.0039009,0,0.0097674,0.0077756,0.0010721,0,0.025912,0.0035709,0,0.0006183,0.0024975,0.0012597,0.0088094,0.0011933,0,0,0.00063869,0.0011217,0,0.0030191,0.0024764,0.0083632,0.004068,0.0019811,0,0,0,0,0.0034733,0.0016308,0.00048444,0.0016139,0,0,0.010373,0.0070749,0.00082309,0,0.00087776,0.0099724,0.002573,0,0.0062223,0.0024308,0.00038932,0.0031959,0,0.0040407,0.00011662,0.0001048,0,0,0,0.0011779,0,0,0,0,0,0,0,0,0,0,0.0016876,0,0,0,0,0,0,0,0.00088356,0,0,0,0,0.00030242,0
7,0,0,0,0,0.0035718,0,0.37827,0.003026,0,0.00017921,0.00033697,0,0,0.0069036,0,0.00085876,0.0013471,0.0004598,0.00064332,0,0,0,0,0.00030717,0.00019045,0.0041271,0.0010675,0.00022146,0.0048129,0,0.00027597,0.002457,0,0.0025015,0.00051358,0,0,0.001069,0,0,0.0004211,0.00068605,0.0051294,0.00023569,0.0012359,0,0,0.0010647,0,0.00057495,0,0,0,0,0,0.0046984,0.00075584,0,0,0,0.0014837,0.00014765,0.0021048,0,0,0.00039097,0,0,0.0012174,0.00024724,0,0,0,0,0.00028389,0,0,0,0,0,0,0,0,0,0.00078863,7.7035e-05,0,0,0.00066481,0,0,0.00018252,0,0,0,0,0,0,0,0
8,0.0018856,0.0035467,0.42512,0,0.074634,0.0046351,0,0.30241,0.011827,0.0051828,0,0.0026066,0,0.039611,0,0.016641,0.056217,0,0.0010578,0,0,0.078858,0,0.005303,0.0022508,0,0,0.0024465,9.698e-05,0,0.00042539,0.0012098,0.00038518,0.013167,5.8642e-05,0,0,0.00051266,0,0,0.0090011,0.014277,0.0014481,0.0071854,0.0023543,0,0,0.015682,0,0.0011029,0,0,0,0,0,0.0038529,0.034176,0.00028315,0.00025931,0.00072468,0.0053364,0,0.00309,0.0004281,0,0.0005625,0.0025652,0,0.0070891,0,0,0,0,0,0.00043762,0,0,0,0,0,0,0,0,0.005045,0.0093199,0.0015041,0,0,0,0,0,0.00041265,0,0,0,0,0,0,0,0
9,0.00039299,0,0,0.58384,0,0,0,0.0012242,0.044716,0.00050445,0,0,0,0.052146,0.4375,0.11488,0.014251,0,0.00011023,0.0033853,0,0,0,0.0029473,8.1582e-05,0,0,0.010388,0.00056594,0,0.0056151,0.012761,0.0021274,0.0049134,0.00024444,0,0,0.0034191,0,0,0.0019481,0.015575,0.031485,0.010298,0.0089097,0,0.00018661,0.025084,0,0,0.0025255,0,0.0020827,0,0.11808,0.027424,0.0027197,0.010386,0,0.00075518,0.0015888,0.00031624,0.056416,0.00035689,0.0023901,0.0012728,0.0033606,0,0.0061996,0.0048383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0067563,0.0054118,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00033465
10,0,0,0,0,0,0,0,0,0.26246,0.47578,0,0,0,0.057201,0,0.0036027,0.00015357,0,0.0014844,0,0,0,0,0.065764,0.00054931,0,0.00079972,0,0,0,0.00090449,0.0015032,0.057936,0.00031995,0.0029626,0,0,0.0010838,0.00022721,0,0.0063157,0.0036427,0.00088678,0.0077454,0.0064813,0,0.0554,0,0.0024321,0.000201,0.00085882,0,0.00059494,0,0,0.0042682,0.00015855,0.0010114,0,0,0.00077804,0,0,0,0,0.0016402,0.00093503,0,0.0023762,0.0043469,0,0,0,0,0.0016128,0,0,0,0,0,0,0,0,0,0,0.0033934,0,0,0,0,0,0.000134,0,0,0,0,0,0,0,0
11,0,0.0056589,0,0,0.0027741,0.056225,0,0,9.1964e-05,0.00055674,0.41455,0,0.0079738,0.0035745,0,0.0015721,0.00464,0.0046424,0.0078944,0,0,0,0,0.00077931,0.0014052,0.0078044,0,0.000344,7.3295e-05,0.0016029,0.0031078,0.00095412,3.6389e-05,0.0061602,0,0,0,0.0012731,0,0,0.003663,0.0016651,0.00091935,0.0059797,0.0012877,0,0,0,0,0.0017266,0.00050878,0,0.00025175,0,0,0.0056763,0.0021133,0.00042799,0,0.00041077,0.0034569,0.0017202,0,0.0038826,0.00054169,0.00060731,0.00083089,0,0.0023112,0,0,0,0,0,0.00036749,0,0,0,0,0,0,0,0,0.0019064,0,0.00071797,0.00062924,0,0,0,0,0.0008222,0,0,0,0,0,0,0.00047175,0
12,0,0,0,0,0,0,0,0,0,0,0.00011168,0.24884,0,0.00045762,0,0.0028462,0,0,0.00025586,0,0,0,0,9.5018e-05,6.3123e-05,0,0,0.0056151,0,0,4.5732e-05,0.0003393,0,0.0011324,0,0,0,0.00028344,0.0014934,0,0.0020098,0.0034107,7.4728e-05,0.00020831,0.00011989,0,0,0,0,0,0,0,0.00021487,0,0,0.00047188,0.0001002,0.0012785,0.0025508,0,0,0,0,0,0,0.00025917,0.00047276,0,0.00044831,0.00054342,0,0,0,0,0,0,0,0,0,0,0,0.0017234,0,0,0.00026138,5.1065e-05,0.0010741,0,0,0,0,4.8395e-05,0,0,0,0,0,0,0,0
13,0,0.012874,0,0,0,0.009401,0,0,0.0023653,0.0026644,0,0.0015967,0.19561,0.0053114,0,0.00056632,0,0,0.00021598,0,0,0,0,0.0011859,0.0035966,0,0,4.6469e-05,0.0011089,0,0.00011581,0.00064442,0.00051121,0.0024068,0,0,0,0.00017944,0,0,0.0027568,0.0010077,0.00123,0.004286,0.00035421,0,0,0,0,0,0,0,0.00013603,0,0,0.001653,0.0041869,0.00046251,5.2947e-05,0,0.0046697,0,0,0.011189,0,0.00013126,0,0,0.00073793,2.1844e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00058191,0,0,0,0,0,0.00030639,0,0,0,0,0,0,0,0
14,0,0.001233,0,0,0.0046633,0,0.27845,0.0084025,0,0.0027238,0,0,0,0.08455,0.013694,0.031412,0.015545,0.022579,0.0037608,0.0040426,0,0,0,0.0015203,0.024494,0.0073429,0.05554,0.010616,0.0001655,0,0.0048801,0.0026033,0.0018899,0.0051004,0.0023018,0,0,0.0016665,0,0,0.0028064,0.0094249,0.0031304,0.005052,0.0029429,0.00043806,0.00063668,0.00020747,0.0020176,6.7222e-05,0,0.0022752,0,0,0,0.0031073,0.0018558,0.018201,0.0081131,0,0.0015178,0.002719,0.00052734,0.00048706,0,0.0036112,0,0,0.0019768,0.0038796,0,0,0,0,0.00035959,0,0,0,0.00083645,0,0,0,0,0.003986,0,0.00067551,0,0,0,0,0,0.00014938,0,0,0,0,0,0,0,0
15,0,0,0,0,0.00046844,0.00012324,0,0.0055946,0,0,0,0,0,0.00022635,0.044547,0.00052291,0.00034567,0.0036181,8.4372e-05,0.00010797,0,0,0,2.0142e-05,6.2445e-05,2.9417e-05,0.00095002,3.6306e-05,0,0,6.7862e-05,0.00013426,0,2.0004e-05,0,0,0,4.6733e-05,0,0,0.00044182,0.00019682,0,0.00046366,6.9186e-05,0,0,0,0,0,0,0,0,0,0.01421,0.00021007,4.9564e-05,0.0021681,0,0,0.00012161,0,0,0.00013659,0,7.6915e-05,0,0,0.0001774,4.2666e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1969e-05,0,0,0,0,0,0,0,0
16,0.0021868,0,0,0,0.088543,0,0.00064913,0.085617,0,0.0010374,0.034203,0.00025192,0,0.010102,0,0.12484,0.12895,0.024477,0.0041402,0,0,9.1545e-05,0,0.0027578,0.0038965,0.026304,0.040166,0.0017596,0.0003749,6.8325e-05,0.016774,0.0074628,0.0012657,0.014931,0.012718,0,0,0.009541,0,0,0.0046841,0.0042244,0.0060012,0.0049624,0.0027663,0,0.00017306,0,0,0.00031977,0.016135,0.00038653,0.012298,0,0,0.0050339,0.0018016,0.0059107,0.010601,0.0044123,0.0038311,0.028654,0,0.00099296,0.0012468,0.0017396,0.02465,0,0.0053735,0.00053246,0.0058114,0,0,0.00015279,0,0,0,0,0,0,0,0,0,0,0,0.0012241,0,0,0.00026411,0,0,0.0007541,0,0,0,0,0,0,0,0
17,0,0.010962,0,0,0.0849,0.0017324,0.00072416,0.1705,3.1486e-05,0.0034946,0.018891,0,0,0.022029,0,0.025636,0.12844,0.045442,0.0044477,0.020504,0,0.0144,0.049416,0.0067975,0.0054442,0.026919,0.015545,0.0030426,0.0012129,0.012196,0.0072771,0.0064653,0.00060217,0.012844,0,0,0,0.0035375,0,0,0.0054122,0.0076392,0.0073195,0.0012186,0.0046091,0,0,0.00047185,0,0.00067949,0.00043548,0.00086243,0.00021548,0,0,0.010211,0.0035508,0.0017096,0.00064303,0.00015627,0.0072329,0.0012106,0.0034648,0.0092312,0.00046365,0.0026684,0.00047413,0,0.0054851,0.0025779,0,0,0.00018095,0.00025567,0.0079685,0,0,0,0,0,0,0,0,0.0012087,0.0022718,0.00068282,0.0010772,0,0.0020625,0,0,0.0011487,0,0.00015388,0,0,0.00021733,0,0,0.00024237
18,0.00050272,0.013238,0,0,0,0.018248,0,0,0,0.00012626,0.017634,0,0.097326,0.0027111,0,0.00063863,0.00028885,0.14815,0.0011986,0.00018044,0,0,0.0020428,0.0004264,0.0036526,0.0034414,0,0.00018203,0.00010342,0.0020734,0.00041585,0.00095365,0.00092425,0.0061181,3.1269e-05,0,0,0.0019916,0,0,0.00032305,0.0014567,0.00021621,0.00094709,0.00079287,0,0,0,0,6.301e-05,0.00035896,0,0.00026643,0,0,0.0013003,0.0012425,0.00045294,6.9135e-05,0,0.0010162,0.00040454,0,0.00022827,0.00038218,0.00034278,0.00039081,0,0.00070413,1.4261e-05,0,0,0,0,2.5927e-05,0,0,0,0,0,0,0,0,0.00014945,0,0.00016885,0.00022198,0,0,0,0,0.00032005,0,0.0001057,0,0,0,0,0,0
