0.16822,0.0066515,0,0,0,0,0,0.00052169,0.00036518,0,0.00039127,5.2169e-05,0.0004956,0.00018259,0.062003,0,0,0,0,0,0,0.0025302,0,0.061038,0,0,0,0.025015,0,0.072932,0.0018259,0.02658,0,0,0,0,0.011895,0.00070428,0,0.00052169,0,0,0,0,0,0.0015129,0,0,0.0011738,0.012494,5.2169e-05,0.0017737,7.8253e-05,0.0047213,0,0.0075123,0.018911,0,0.027467,0,0,0,0.0013303,0,0.00054777,0,0,0.0068341,0.0068341,0,0.030701,0.0049039,0,0,0,0.00018259,0.00052169,0.0015651,0.002791,0,0.0081123,0.0031041,0.01539,0.011451,0.0035997,0,0,0,0,0.0003391,0,0,0,0,0,0,0,0,0,0
0.010929,0.24884,0,0,0,0,0,0.00084069,0,0,0,0,0.00084069,0,0,0,0,0,0,0,0,0.001261,0,0.064313,0,0,0.00042034,0,0,0,0,0,0,0,0,0,0,0.00042034,0,0.029424,0.025641,0,0,0,0,0.0029424,0,0,0.0025221,0.0029424,0,0,0,0.00042034,0,0.026482,0.0096679,0.00042034,0.01177,0,0,0,0.00042034,0,0.00042034,0,0,0.0021017,0.0025221,0,0.01261,0.0042034,0,0,0,0.0016814,0.015132,0,0.00084069,0,0.0025221,0,0,0.025221,0.0042034,0,0,0,0,0.00084069,0,0,0,0,0,0,0,0.0016814,0,0
0,0,0.25348,0,0.00043554,0,0,0.00087108,0,0,0,0,0.00087108,0,0.17639,0,0,0.0013066,0,0,0,0.00087108,0,0.034408,0,0,0,0,0,0,0,0.0047909,0,0,0,0,0.00043554,0.00087108,0,0,0,0,0,0,0,0.0034843,0.023519,0,0.0052265,0.0091463,0,0.0013066,0.00087108,0.0069686,0,0.00043554,0,0,0,0.024826,0,0.018728,0.0013066,0,0.0013066,0,0,0.0026132,0.0039199,0,0.017422,0.0052265,0,0,0,0.0021777,0.010017,0.00043554,0.0013066,0,0.0013066,0,0.00087108,0.023955,0.0039199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0065331
0,0,0,0.081301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089431,0,0,0.03252,0,0,0,0,0.097561,0,0,0,0,0,0,0,0.10569,0,0,0,0,0,0,0,0,0.02439,0.01626,0,0.01626,0,0,0,0.01626,0,0.01626,0.089431,0,0,0,0,0,0,0,0,0,0.0081301,0,0.17886,0.01626,0.02439,0,0,0.01626,0,0,0.0081301,0,0,0,0,0.03252,0,0,0,0,0,0.02439,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.044716,0,0.04293,0.00030433,0.0001826,2.0289e-05,0.00016231,0,0.00022317,0.00010144,0,0,0,0,0,0,0.00048692,2.0289e-05,0,0.0044432,0,0,0,0,0,0,0,0,0,0,0.0003449,0,0.0057619,0.0019274,0,0.044351,0,0.0032259,0,0,0,0.00089269,0.0044229,0,0.010733,0.0034085,0.00046664,0.00010144,2.0289e-05,0.00042606,0,0.0088052,0,0.00040577,0.0019071,0.0044432,0.0033476,0.00010144,2.0289e-05,0,0.0016637,0,0,0.00038548,0.0069995,2.0289e-05,0.027369,0.0021709,0,0,0,0.0031041,0.00054779,0.0010753,0.013228,0,0.0011362,0.00014202,0,0.0043012,0.005904,0,0,0,0.00010144,0,0,0.00020289,0,0,0,0,0,0,0,0
0.0011805,0,0,0.00065582,0.0039349,0.12369,0.067419,0.00065582,0.00078699,0,0.00039349,0,0.00026233,0.00078699,0,0,0,0,0,0,0,0.0011805,0,0.040792,0,0,0.0083945,0.0038038,0.012723,0,0,0.0026233,0.049843,0.057581,0,0,0.0013116,0.00052466,0,0.011936,0.0035414,0,0,0,0,0.0013116,0,0,0.041186,0.057057,0.0083945,0.001574,0,0.0036726,0,0.00091815,0,0.0061647,0.078961,0.009575,0.0010493,0.00078699,0.0011805,0,0.0010493,0,0,0.001574,0.003148,0,0.051548,0.0060336,0.0011805,0,0,0.0068206,0.001574,0.00078699,0.0026233,0,0.0018363,0,0,0.020724,0.0066894,0,0,0,0,0.00013116,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.16715,0.00058582,0.00058582,0,0.0007811,0,0.0007811,0.00058582,0,0,0,0,0,0,0,0.00039055,0,0.00097637,0,0,0.0087873,0,0,0,0,0,0,0,0.0089826,0,0.010154,0.0017575,0,0.096075,0,0,0,0,0,0.002148,0.0023433,0,0.030268,0.016989,0.0015622,0.0007811,0.00097637,0.0007811,0,0.027924,0.00039055,0.0007811,0.0089826,0,0,0,0.004296,0,0.0025386,0,0,0.0044913,0.020113,0,0.052724,0.0039055,0.00058582,0,0,0.029877,0.0044913,0.016012,0.033001,0,0.00097637,0.00039055,0,0.023628,0.0074204,0,0,0,0.052334,0,0,0,0,0,0,0,0,0,0,0
0.28118,0,0,0,0,0,0,0.26353,0.0017818,0.0035211,0.0017394,0.035975,0.002206,0.0087816,0.00012727,0,0,0,0,0,4.2423e-05,0.0083574,0,0.0041575,0,0.00021212,0.00063635,4.2423e-05,0,0,0,0.02609,0,0,4.2423e-05,0,0.00025454,0.00076362,0,0.0061938,0.00016969,0,0,0,0,0.0014848,0,0,0.011369,0.017394,0.0039454,0.0019939,0.0017818,0.0035211,0,0.00080604,0,0.00012727,0.024563,8.4846e-05,0,0.0026302,0.0018242,0,0.0063635,0.00046666,0,0.00029696,0.0037757,0,0.0061938,0.0064908,0.00080604,8.4846e-05,0,0.0032242,0.0035211,0.0018666,0.0024181,0,0.0016545,0.0033939,0,0.0032242,0.015654,0,0,0,0,0.00025454,0,0,0,0,0,0,0,4.2423e-05,0,0
0.14209,0,0.15929,0,0,0,0,0.00046494,0.093361,0.018598,0.0060443,0.013111,0.00027897,0.049656,0,0,0,0,0,0,0,0.015436,0,0.0025107,0,0,9.2989e-05,9.2989e-05,0,9.2989e-05,0,0.026316,0,0.00018598,9.2989e-05,0.00027897,0.0024177,0.0014878,0,0.00037195,0.00018598,0,0,0,0,0.0018598,0,0,0.011066,0.019993,0.012275,0.0037195,0.0025107,0.0036266,0,0.00027897,0,0,0.042775,0,0,0.00027897,0.015436,0,0.0067882,0.00027897,0,0.0013948,0.0066022,9.2989e-05,0.023619,0.0055793,0,0.00018598,0,0.0069741,0.0029756,0.00027897,0.0015808,0,0.0051144,0.014506,0,0.0047424,0.023619,0,0,0,0,0.0012089,0,0,0,0,0,0,0,0,0,0
0.065856,0,0,0,0,0,0,0.029382,0.0020263,0.57447,0.011145,0.0010132,0.0040527,0.0030395,0,0,0,0,0,0,0,0.010132,0,0.012158,0,0,0,0,0,0,0,0.025329,0,0,0,0,0,0,0,0.0010132,0,0,0,0,0,0,0,0,0.0040527,0.027356,0.043566,0.006079,0.0030395,0.0070922,0,0,0,0.0010132,0.037487,0,0,0.0010132,0.0030395,0,0.0020263,0.0020263,0,0.0010132,0.0050659,0,0.024316,0.0091185,0,0,0,0.0030395,0.0081054,0,0.012158,0,0.0081054,0.026342,0,0.0050659,0.0091185,0,0,0,0,0.0030395,0.0010132,0,0,0,0,0,0,0,0,0
